abstract,question,particle,interrogative,exclamation,SPP,WH,PUBV,mono_negation,FPP,honourifics,INPR,PRIV,other_personal,emotion,classical_func,BE,modify_adv,COND,RB,EX,DEMP,AMP,HDG,DWNT,di_negation,HSK_1,HSK_3,noun,lexical_density,NOMZ,disyllabic_words,HSK_6,PHC,consecutive_nouns,aux_adj,AWL,BPIN,classifier,person,mono_verbs,unique,modify_marker_di,imperfect,descriptive,simile,PEAS,TPP,SMP,modify_marker_de,english,ACL_std,ACL,ASL
72.29,2.42,1.61,2.82,0.0,0.0,2.02,4.04,6.46,0.78,0.39,1.17,10.9,4.44,6.61,6.86,13.72,18.97,0.0,49.23,3.23,10.09,16.71,4.66,0.39,0.4,172.95,93.28,239.71,600.08,66.99,48.97,284.49,19.77,58.11,5.25,1.79,1.61,15.74,4.44,12.11,159.74,0.81,12.51,0.4,0.4,7.67,3.11,0.0,0.0,59.85,6.16,6.92,41.18
89.73,0.0,0.0,0.0,0.0,0.0,0.0,0.86,3.44,0.0,0.0,0.0,3.87,-3.44,5.61,2.58,0.86,9.04,0.0,15.92,1.72,6.02,0.86,2.16,0.0,0.0,99.65,74.2,317.13,833.05,162.65,88.87,354.18,30.55,164.8,5.16,1.77,8.18,18.07,0.0,9.04,101.38,0.0,4.3,0.0,0.0,0.0,0.43,0.0,0.0,0.0,7.28,13.05,34.66
110.17,0.0,0.0,0.0,0.0,0.0,0.0,0.41,1.65,0.0,0.0,0.42,2.47,-10.7,19.0,4.53,0.82,7.82,0.0,14.41,2.06,16.47,0.0,5.07,0.0,0.0,101.31,111.02,322.35,789.21,148.21,77.67,330.1,44.87,151.09,7.0,1.83,3.71,19.35,0.0,7.41,130.01,0.41,2.06,0.0,0.0,0.0,0.84,0.0,0.0,0.0,6.88,11.21,29.77
139.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,8.36,0.0,2.91,0.0,11.71,0.83,0.83,3.32,1.66,15.77,0.42,2.49,1.67,0.42,0.0,0.0,78.6,53.09,333.75,895.39,158.16,110.79,386.71,21.17,179.74,16.6,1.83,4.15,6.64,2.08,14.11,159.28,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,9.09,14.23
132.48,1.71,1.28,0.86,0.0,0.0,0.43,5.13,9.41,0.0,0.0,0.88,5.99,-0.86,3.52,14.54,21.38,14.96,2.99,56.43,3.42,22.23,7.92,7.04,0.44,2.99,147.89,85.39,302.27,598.97,48.31,63.82,351.23,17.53,85.51,1.71,1.63,3.42,6.84,0.0,13.25,149.65,0.43,15.82,0.86,0.43,5.13,3.52,0.44,0.0,0.0,5.01,8.88,36.87
111.2,0.79,1.18,3.55,0.0,0.0,0.79,1.97,9.87,12.77,0.41,4.12,6.69,0.0,6.59,5.53,13.03,14.21,1.18,50.53,5.92,12.24,9.06,3.71,0.41,0.79,153.21,103.38,267.27,723.25,75.0,74.55,291.6,30.4,93.96,16.19,1.74,1.97,9.47,0.0,20.13,182.04,0.0,7.9,0.79,0.0,1.58,0.82,0.0,0.0,0.0,4.47,8.19,26.58
199.83,0.0,0.0,0.84,0.0,0.0,0.84,4.64,1.69,0.84,0.84,0.84,5.9,-1.69,1.68,3.79,14.75,14.75,0.0,34.98,1.69,10.96,7.56,2.94,0.42,0.0,163.31,94.88,327.01,755.58,109.15,43.66,405.54,36.66,138.64,8.85,1.67,4.64,7.59,2.53,13.06,129.72,2.11,7.16,0.0,0.0,3.37,1.26,0.0,0.0,0.84,7.41,12.01,44.79
86.9,0.42,0.42,0.84,0.0,0.0,0.42,0.42,5.03,1.6,0.0,1.2,4.19,-1.26,2.0,4.61,7.96,14.25,0.84,36.46,2.1,24.73,5.21,2.8,1.2,0.42,127.35,91.71,233.45,574.6,58.67,60.47,267.92,17.6,80.89,6.29,1.65,4.61,38.14,1.68,15.93,157.79,2.1,9.22,0.0,0.0,7.96,0.4,0.0,0.84,3.6,6.87,10.0,34.15
71.58,3.39,0.85,6.36,0.0,0.0,3.82,4.24,4.24,2.53,0.0,2.53,8.47,-2.12,1.26,8.48,18.23,10.17,2.54,38.15,0.0,13.14,7.16,10.53,0.42,0.0,136.42,92.21,312.42,688.43,72.91,58.11,296.42,20.77,121.24,11.87,1.57,3.39,16.11,1.27,25.01,169.68,0.85,8.9,0.0,0.85,0.0,0.0,0.0,0.0,0.42,8.09,11.7,39.24
48.28,3.47,0.99,0.99,0.0,0.0,0.5,1.49,8.42,0.0,0.49,2.46,10.9,0.5,1.97,10.4,12.87,17.82,0.99,67.82,4.95,17.82,15.76,4.93,0.99,4.46,165.02,106.9,279.21,681.68,62.87,38.42,342.36,29.7,80.69,9.9,1.57,1.98,10.4,0.0,19.31,182.76,0.0,4.46,0.0,0.0,6.44,0.99,0.0,0.0,0.0,6.63,11.15,38.78
94.57,0.81,0.0,2.02,0.0,0.0,2.02,1.62,5.25,3.22,2.01,0.0,5.65,1.21,7.24,9.29,21.01,17.37,3.64,47.27,3.23,12.53,8.85,2.01,0.4,1.21,182.7,121.53,231.11,679.45,90.5,70.82,298.19,18.99,77.98,10.91,1.59,2.83,14.95,3.64,21.4,177.06,1.62,8.48,0.4,0.81,4.44,2.41,0.0,1.21,1.21,6.75,8.94,29.67
85.01,2.95,1.68,2.95,0.0,0.0,1.68,7.16,8.85,3.77,0.42,2.09,11.79,1.68,10.47,11.79,22.75,16.01,4.21,65.29,6.32,25.27,16.75,10.05,0.42,0.84,188.44,108.88,189.13,584.25,53.5,35.18,290.2,18.11,48.86,13.06,1.59,3.79,14.74,2.95,16.43,201.01,2.53,12.22,0.0,0.42,4.21,9.63,0.42,0.84,5.86,6.07,9.24,27.76
67.74,0.0,0.43,0.0,0.0,0.0,0.0,3.4,4.25,0.0,0.0,0.85,14.88,-2.55,8.89,10.2,14.46,13.61,2.13,45.49,4.25,21.68,11.85,5.93,0.0,2.55,161.3,105.42,242.35,624.57,66.33,57.58,272.23,23.81,76.11,8.93,1.62,4.68,7.65,2.55,18.71,184.17,1.28,12.33,0.0,0.43,8.93,2.54,0.42,0.43,1.27,8.2,14.33,39.02
105.55,0.85,2.13,0.0,0.0,0.0,0.0,0.85,6.81,2.54,2.54,0.85,9.79,-1.28,5.93,8.51,19.57,13.19,0.0,47.21,2.98,15.31,14.84,8.05,2.12,2.98,208.99,105.13,230.54,678.43,94.85,74.61,314.96,31.9,78.69,11.48,1.58,8.08,24.67,1.7,19.14,183.55,2.98,17.86,0.0,0.43,7.66,2.97,0.0,0.0,1.27,4.8,8.91,31.75
110.37,0.41,0.0,0.41,0.0,0.0,0.41,2.07,5.8,0.41,7.88,0.0,12.0,-0.83,2.49,9.11,12.84,6.21,0.41,34.38,3.31,5.39,7.47,2.07,0.0,0.83,175.1,70.54,300.33,691.8,91.96,53.53,364.73,24.86,100.66,4.56,1.64,2.07,8.7,0.83,13.26,151.04,0.41,12.01,0.41,0.83,5.39,2.07,0.0,0.0,0.41,5.49,9.61,40.53
158.41,0.0,0.43,0.87,0.0,0.0,0.43,9.09,5.2,1.28,0.0,0.43,12.13,3.9,2.99,9.53,9.53,12.99,0.0,35.08,2.17,8.66,5.98,4.7,0.0,0.87,151.15,77.28,335.21,683.85,67.56,49.1,409.91,38.54,117.8,8.66,1.64,3.03,5.63,12.13,12.56,181.04,0.87,9.09,0.0,0.87,4.76,0.0,0.0,0.43,3.84,6.32,11.86,37.38
57.0,0.0,0.82,0.82,0.41,0.41,0.82,2.86,9.4,2.04,0.0,1.22,8.58,4.08,7.33,15.11,11.85,20.83,1.23,60.05,3.27,15.52,8.55,1.22,0.41,1.23,174.67,108.31,251.23,587.42,53.93,24.43,243.49,22.06,47.79,5.72,1.47,4.49,13.89,8.58,37.99,259.77,3.68,15.93,1.63,2.86,6.13,8.14,1.22,2.04,0.41,5.27,9.96,36.77
63.18,5.1,5.95,6.37,0.42,0.0,4.25,0.85,6.8,3.33,1.25,2.49,10.6,2.12,12.88,9.35,17.84,23.36,2.12,73.92,6.37,15.29,19.12,2.49,0.0,0.85,226.93,119.29,212.83,564.33,34.83,24.52,192.44,10.62,46.3,4.25,1.44,0.85,19.54,25.91,34.39,208.65,3.82,8.92,2.97,2.97,10.2,25.77,0.0,0.0,0.0,5.04,7.38,40.47
111.07,0.0,0.0,1.25,0.42,0.0,0.0,7.48,6.64,2.05,0.41,4.1,10.79,1.66,4.51,4.57,21.59,17.03,1.66,50.66,4.15,18.27,11.89,9.02,1.64,0.83,190.16,90.16,261.21,553.99,38.21,35.25,242.21,25.75,60.22,2.08,1.59,2.08,14.95,5.4,17.86,186.48,1.66,9.55,0.42,2.08,5.4,7.79,0.41,0.42,5.74,10.71,13.7,39.67
90.59,0.4,2.42,0.81,0.0,0.0,0.4,4.44,2.02,0.79,0.0,0.79,6.05,2.02,5.54,19.39,13.33,10.91,0.0,42.83,2.83,15.35,9.89,2.77,0.0,0.4,183.94,73.97,236.77,538.59,48.08,26.9,265.43,14.55,59.8,6.46,1.57,4.44,11.31,16.97,26.26,190.66,2.42,20.2,1.21,0.4,10.91,5.93,0.0,0.0,1.98,7.18,9.85,29.83
55.24,0.0,0.82,0.0,0.0,0.0,0.0,4.1,4.92,0.4,1.61,0.81,5.74,3.28,7.26,7.79,9.43,16.0,1.23,48.4,5.74,18.05,8.87,2.42,0.0,2.05,199.19,89.11,217.8,588.19,49.63,24.6,231.85,13.95,44.71,3.28,1.47,3.28,24.2,19.69,37.74,287.1,3.28,11.48,2.46,4.1,13.95,2.82,0.4,1.23,0.0,6.76,9.33,41.02
74.24,0.0,0.4,2.41,0.0,0.0,1.21,7.24,6.44,1.23,0.0,2.05,12.06,1.61,3.69,17.71,24.14,18.91,2.82,53.52,0.4,28.57,4.92,8.2,0.41,0.4,200.98,102.13,183.1,511.07,43.46,55.78,257.18,20.93,31.79,6.44,1.59,6.44,15.69,2.82,13.28,126.33,0.4,19.72,0.4,0.8,10.87,6.56,0.41,0.4,0.0,4.48,8.41,29.85
121.62,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.6,1.78,0.0,0.89,10.84,-2.6,6.21,6.5,13.01,15.61,0.87,37.29,0.87,17.35,6.66,4.44,0.0,0.0,180.2,94.54,301.82,676.2,80.66,55.04,401.69,42.93,95.4,5.64,1.63,3.04,14.74,1.73,19.94,165.56,2.6,8.24,0.0,0.0,8.24,2.22,0.0,0.0,0.0,8.09,12.33,38.51
142.12,0.0,0.0,0.42,0.0,0.0,0.0,1.26,5.48,0.43,0.0,0.43,5.06,-3.79,1.73,10.12,8.01,11.38,1.26,40.89,2.11,12.23,10.8,0.43,0.43,1.69,158.1,121.81,306.91,700.38,85.16,58.75,287.26,28.25,117.2,4.64,1.7,5.06,7.17,0.42,18.54,217.71,2.53,11.38,0.84,0.0,5.48,3.02,0.0,1.26,0.0,6.34,9.81,49.3
73.97,1.27,0.42,2.96,0.0,0.0,0.85,7.19,4.65,0.0,0.42,2.93,7.61,0.85,4.6,5.92,17.34,21.99,0.42,57.08,5.07,24.1,11.28,7.52,1.67,2.96,207.69,114.92,251.16,599.32,61.73,30.51,283.33,24.1,73.57,2.11,1.57,3.38,18.18,3.38,21.56,177.6,2.11,14.8,0.85,0.42,8.46,7.52,0.0,0.0,0.0,7.64,10.44,41.71
172.82,0.0,0.0,0.0,0.0,0.0,0.0,3.81,1.27,0.87,2.17,0.0,5.92,-2.12,2.17,7.19,16.92,8.88,0.0,20.3,1.27,4.65,3.91,3.47,1.3,0.0,156.32,70.34,288.07,796.19,173.85,68.17,412.07,34.69,140.44,2.54,1.7,3.38,7.19,4.23,13.11,157.62,2.54,8.88,0.85,0.42,6.35,1.3,0.0,0.0,0.0,9.01,12.31,38.69
132.24,2.07,0.41,4.14,0.0,0.0,3.31,2.9,3.31,2.05,0.82,0.41,5.39,-1.24,5.75,22.78,6.63,14.91,0.41,33.14,0.83,15.74,5.75,2.05,0.0,2.49,157.7,114.99,266.36,610.19,73.32,45.17,291.17,28.17,82.85,8.7,1.65,3.31,5.8,7.46,20.71,218.07,2.49,21.54,0.83,1.66,7.46,2.05,0.0,0.41,0.0,7.25,10.99,36.45
